ALV-7004/USB
Date :	"9/27/2023"
Time :	"2:15:10 PM"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00000
Duration [s]    :	        30
FloatDur [ms]   :	        29989
Stop TP [ms]   :	    177385
Runs            :	         1
Mode            :	"C-CH0/1 "
MeanCR0 [kHz]   :	      47.75564
MeanCR1 [kHz]   :	      31.28382
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation"
  2.50000E-005	  1.43018E+000	  1.40786E+000	  0.00000E+000	  0.00000E+000
  5.00000E-005	  1.38732E+000	  1.43107E+000	  0.00000E+000	  0.00000E+000
  7.50000E-005	  1.42571E+000	  1.43464E+000	  0.00000E+000	  0.00000E+000
  1.00000E-004	  1.41411E+000	  1.41768E+000	  0.00000E+000	  0.00000E+000
  1.25000E-004	  1.45160E+000	  1.37125E+000	  0.00000E+000	  0.00000E+000
  1.50000E-004	  1.40071E+000	  1.36322E+000	  0.00000E+000	  0.00000E+000
  1.75000E-004	  1.26144E+000	  1.28644E+000	  0.00000E+000	  0.00000E+000
  2.00000E-004	  1.37036E+000	  1.28822E+000	  0.00000E+000	  0.00000E+000
  2.25000E-004	  1.38821E+000	  1.29358E+000	  0.00000E+000	  0.00000E+000
  2.50000E-004	  1.29626E+000	  1.30161E+000	  0.00000E+000	  0.00000E+000
  2.75000E-004	  1.27215E+000	  1.22037E+000	  0.00000E+000	  0.00000E+000
  3.00000E-004	  1.26055E+000	  1.25340E+000	  0.00000E+000	  0.00000E+000
  3.25000E-004	  1.27215E+000	  1.20430E+000	  0.00000E+000	  0.00000E+000
  3.50000E-004	  1.30519E+000	  1.26412E+000	  0.00000E+000	  0.00000E+000
  3.75000E-004	  1.24001E+000	  1.19269E+000	  0.00000E+000	  0.00000E+000
  4.00000E-004	  1.22885E+000	  1.18555E+000	  0.00000E+000	  0.00000E+000
  4.50000E-004	  1.23064E+000	  1.18689E+000	  0.00000E+000	  0.00000E+000
  5.00000E-004	  1.16948E+000	  1.16055E+000	  0.00000E+000	  0.00000E+000
  5.50000E-004	  1.15966E+000	  1.20876E+000	  0.00000E+000	  0.00000E+000
  6.00000E-004	  1.11948E+000	  1.19671E+000	  0.00000E+000	  0.00000E+000
  6.50000E-004	  1.16234E+000	  1.17261E+000	  0.00000E+000	  0.00000E+000
  7.00000E-004	  1.12886E+000	  1.07440E+000	  0.00000E+000	  0.00000E+000
  7.50000E-004	  1.07797E+000	  1.13957E+000	  0.00000E+000	  0.00000E+000
  8.00000E-004	  1.10810E+000	  1.11569E+000	  0.00000E+000	  0.00000E+000
  9.00000E-004	  1.11882E+000	  1.11324E+000	  0.00000E+000	  0.00000E+000
  1.00000E-003	  1.10408E+000	  1.09270E+000	  0.00000E+000	  0.00000E+000
  1.10000E-003	  1.08132E+000	  1.06815E+000	  0.00000E+000	  0.00000E+000
  1.20000E-003	  1.04672E+000	  1.04270E+000	  0.00000E+000	  0.00000E+000
  1.30000E-003	  1.02485E+000	  1.06458E+000	  0.00000E+000	  0.00000E+000
  1.40000E-003	  1.08801E+000	  1.03154E+000	  0.00000E+000	  0.00000E+000
  1.50000E-003	  1.03333E+000	  1.01592E+000	  0.00000E+000	  0.00000E+000
  1.60000E-003	  1.02306E+000	  1.00498E+000	  0.00000E+000	  0.00000E+000
  1.80000E-003	  1.01090E+000	  1.01235E+000	  0.00000E+000	  0.00000E+000
  2.00000E-003	  9.96614E-001	  1.00956E+000	  0.00000E+000	  0.00000E+000
  2.20000E-003	  9.84004E-001	  9.95723E-001	  0.00000E+000	  0.00000E+000
  2.40000E-003	  9.52086E-001	  9.93156E-001	  0.00000E+000	  0.00000E+000
  2.60000E-003	  9.72286E-001	  9.66261E-001	  0.00000E+000	  0.00000E+000
  2.80000E-003	  9.31664E-001	  9.48182E-001	  0.00000E+000	  0.00000E+000
  3.00000E-003	  9.45725E-001	  9.33562E-001	  0.00000E+000	  0.00000E+000
  3.20000E-003	  9.34342E-001	  9.33730E-001	  0.00000E+000	  0.00000E+000
  3.60000E-003	  9.28595E-001	  9.17492E-001	  0.00000E+000	  0.00000E+000
  4.00000E-003	  9.16486E-001	  9.06555E-001	  0.00000E+000	  0.00000E+000
  4.40000E-003	  9.17546E-001	  9.21230E-001	  0.00000E+000	  0.00000E+000
  4.80000E-003	  9.09400E-001	  8.91992E-001	  0.00000E+000	  0.00000E+000
  5.20000E-003	  8.77706E-001	  8.90206E-001	  0.00000E+000	  0.00000E+000
  5.60000E-003	  8.93664E-001	  8.83733E-001	  0.00000E+000	  0.00000E+000
  6.00000E-003	  8.90595E-001	  8.81278E-001	  0.00000E+000	  0.00000E+000
  6.40000E-003	  8.88197E-001	  8.76618E-001	  0.00000E+000	  0.00000E+000
  7.20000E-003	  8.64956E-001	  8.46849E-001	  0.00000E+000	  0.00000E+000
  8.00000E-003	  8.46238E-001	  8.48830E-001	  0.00000E+000	  0.00000E+000
  8.80000E-003	  8.46016E-001	  8.49863E-001	  0.00000E+000	  0.00000E+000
  9.60000E-003	  8.45040E-001	  8.28296E-001	  0.00000E+000	  0.00000E+000
  1.04000E-002	  8.30365E-001	  8.25674E-001	  0.00000E+000	  0.00000E+000
  1.12000E-002	  8.20572E-001	  8.25199E-001	  0.00000E+000	  0.00000E+000
  1.20000E-002	  8.06594E-001	  8.20735E-001	  0.00000E+000	  0.00000E+000
  1.28000E-002	  8.10140E-001	  8.12031E-001	  0.00000E+000	  0.00000E+000
  1.44000E-002	  7.86439E-001	  7.96170E-001	  0.00000E+000	  0.00000E+000
  1.60000E-002	  7.90247E-001	  7.79486E-001	  0.00000E+000	  0.00000E+000
  1.76000E-002	  7.71498E-001	  7.80365E-001	  0.00000E+000	  0.00000E+000
  1.92000E-002	  7.54495E-001	  7.61199E-001	  0.00000E+000	  0.00000E+000
  2.08000E-002	  7.49752E-001	  7.57419E-001	  0.00000E+000	  0.00000E+000
  2.24000E-002	  7.52807E-001	  7.33259E-001	  0.00000E+000	  0.00000E+000
  2.40000E-002	  7.35621E-001	  7.37862E-001	  0.00000E+000	  0.00000E+000
  2.56000E-002	  7.34583E-001	  7.22686E-001	  0.00000E+000	  0.00000E+000
  2.88000E-002	  7.08496E-001	  7.18528E-001	  0.00000E+000	  0.00000E+000
  3.20000E-002	  7.01940E-001	  6.91597E-001	  0.00000E+000	  0.00000E+000
  3.52000E-002	  6.80115E-001	  6.78918E-001	  0.00000E+000	  0.00000E+000
  3.84000E-002	  6.62810E-001	  6.62394E-001	  0.00000E+000	  0.00000E+000
  4.16000E-002	  6.46970E-001	  6.47880E-001	  0.00000E+000	  0.00000E+000
  4.48000E-002	  6.33997E-001	  6.35792E-001	  0.00000E+000	  0.00000E+000
  4.80000E-002	  6.22907E-001	  6.24290E-001	  0.00000E+000	  0.00000E+000
  5.12000E-002	  6.13090E-001	  6.09437E-001	  0.00000E+000	  0.00000E+000
  5.76000E-002	  5.90859E-001	  5.86816E-001	  0.00000E+000	  0.00000E+000
  6.40000E-002	  5.68806E-001	  5.69987E-001	  0.00000E+000	  0.00000E+000
  7.04000E-002	  5.52213E-001	  5.46775E-001	  0.00000E+000	  0.00000E+000
  7.68000E-002	  5.32425E-001	  5.30150E-001	  0.00000E+000	  0.00000E+000
  8.32000E-002	  5.19043E-001	  5.14870E-001	  0.00000E+000	  0.00000E+000
  8.96000E-002	  5.01902E-001	  5.02228E-001	  0.00000E+000	  0.00000E+000
  9.60000E-002	  4.92228E-001	  4.90533E-001	  0.00000E+000	  0.00000E+000
  1.02400E-001	  4.74924E-001	  4.73323E-001	  0.00000E+000	  0.00000E+000
  1.15200E-001	  4.51842E-001	  4.46698E-001	  0.00000E+000	  0.00000E+000
  1.28000E-001	  4.31368E-001	  4.22727E-001	  0.00000E+000	  0.00000E+000
  1.40800E-001	  4.06373E-001	  4.06609E-001	  0.00000E+000	  0.00000E+000
  1.53600E-001	  3.94859E-001	  3.88816E-001	  0.00000E+000	  0.00000E+000
  1.66400E-001	  3.76505E-001	  3.69727E-001	  0.00000E+000	  0.00000E+000
  1.79200E-001	  3.59838E-001	  3.55060E-001	  0.00000E+000	  0.00000E+000
  1.92000E-001	  3.46169E-001	  3.46130E-001	  0.00000E+000	  0.00000E+000
  2.04800E-001	  3.30100E-001	  3.33940E-001	  0.00000E+000	  0.00000E+000
  2.30400E-001	  3.09646E-001	  3.08900E-001	  0.00000E+000	  0.00000E+000
